,id,revenue,title,genres,budget,popularity,release_date,year,rating_mean
31,8963,157387195.0,Crimson Tide,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",53000000,8.657365,1995-05-12,1995,2.624
32,26564,3174695.0,Crumb,"[{'id': 99, 'name': 'Documentary'}]",0,3.620388,1994-09-10,1994,3.624401913875598
33,8068,25405445.0,Desperado,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",7000000,6.950458,1995-08-25,1995,3.6964285714285716
34,8512,16140822.0,Devil in a Blue Dress,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",27000000,4.646132,1995-09-15,1995,3.3027777777777776
35,6520,127600435.0,First Knight,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",55000000,15.178338,1995-07-07,1995,3.0961538461538463
36,8973,0.0,Lord of Illusions,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",0,4.102409,1995-08-25,1995,3.812637362637363
37,2293,2122561.0,Mallrats,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",6000000,8.25547,1995-10-20,1995,3.3505747126436782
38,1642,110627965.0,The Net,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",22000000,13.304342,1995-07-28,1995,3.078038674033149
39,32646,0.0,Safe,"[{'id': 18, 'name': 'Drama'}]",0,8.180047,1995-06-23,1995,3.5454545454545454
40,281,7959291.0,Strange Days,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",42000000,11.223055,1995-10-13,1995,3.6585127201565557
41,3512,104324083.0,Under Siege 2: Dark Territory,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",60000000,7.490247,1995-07-13,1995,3.5611729019211324
42,65796,0.0,Wild Bill,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",30000000,8.922139,1995-12-01,1995,3.521276595744681
43,26258,0.0,Bushwhacked,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",0,3.287036,1995-08-04,1995,3.8197211155378485
44,76,5535405.0,Before Sunrise,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2500000,11.304979,1995-01-27,1995,3.016246953696182
45,6715,0.0,The Cure,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",0,2.686342,1995-04-21,1995,2.2777777777777777
46,2292,3151130.0,Clerks,"[{'id': 35, 'name': 'Comedy'}]",27000,10.513367,1994-09-13,1994,2.9318181818181817
47,8984,214015089.0,Disclosure,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",55000000,11.812244,1994-12-09,1994,3.31019313304721
48,4954,0.0,Drop Zone,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",45000000,9.579155,1994-12-08,1994,3.556455344747802
49,522,5887457.0,Ed Wood,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",18000000,11.720358,1994-09-27,1994,3.5474425500370645
50,397,0.0,French Kiss,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0,9.146544,1995-05-05,1995,2.1930693069306932
51,628,223664608.0,Interview with the Vampire,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",60000000,11.970205,1994-11-11,1994,3.752637379940167
52,6280,37000000.0,Junior,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",60000000,6.710215,1994-11-22,1994,2.8577586206896552
53,6071,0.0,Kiss of Death,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",40000000,7.797512,1995-04-21,1995,3.0
54,11,775398007.0,Star Wars,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11000000,42.149697,1977-05-25,1977,3.6605905006418484
55,4476,160638883.0,Legends of the Fall,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",30000000,12.199047,1994-12-16,1994,3.0093833780160857
56,3036,112006296.0,Mary Shelley's Frankenstein,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",45000000,14.287753,1994-11-04,1994,3.2846715328467155
57,8986,18137661.0,Milk Money,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0,3.770115,1994-08-31,1994,2.9885057471264367
58,1945,106683817.0,Nell,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",31000000,5.930957,1994-12-23,1994,4.134570403867145
59,241,50282766.0,Natural Born Killers,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",34000000,11.226856,1994-08-25,1994,3.0192629815745393
60,6950,189859560.0,Outbreak,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",50000000,13.676444,1995-03-10,1995,3.1870794078061913
61,2307,0.0,A Pyromaniac's Love Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,0.463307,1995-04-28,1995,2.600467289719626
62,680,213928762.0,Pulp Fiction,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8000000,140.950236,1994-09-10,1994,3.552969502407705
63,3586,11300653.0,Prêt-à-Porter,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",15000000,6.259433,1994-12-23,1994,3.4292035398230087
64,2636,170362582.0,The Specialist,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",45000000,10.388183,1994-10-07,1994,2.5602409638554215
65,2164,196567262.0,Stargate,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",55000000,13.328924,1994-10-27,1994,2.144396551724138
66,278,28341469.0,The Shawshank Redemption,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",25000000,51.645403,1994-09-23,1994,3.0216468590831917
67,95963,0.0,The Walking Dead,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",0,0.620873,1995-02-24,1995,3.375
68,1587,10032765.0,What's Eating Gilbert Grape,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",11000000,10.3919,1993-12-17,1993,3.192183019573619
69,2064,182057016.0,While You Were Sleeping,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",17000000,15.783615,1995-04-21,1995,3.8658521381373894
70,3049,107217396.0,Ace Ventura: Pet Detective,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",15000000,11.247957,1994-02-04,1994,3.094650205761317
71,888,341631208.0,The Flintstones,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",46000000,15.019586,1994-05-26,1994,2.310038119440915
72,13,677945399.0,Forrest Gump,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",55000000,48.307194,1994-07-06,1994,3.326441784548422
73,8587,788241776.0,The Lion King,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",45000000,21.605761,1994-06-23,1994,3.161764705882353
74,854,351583407.0,The Mask,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",23000000,14.13488,1994-07-29,1994,3.7191489361702126
75,2788,20079850.0,Reality Bites,"[{'id': 18, 'name': 'Drama'}]",11500000,6.514592,1994-02-18,1994,3.9865224886381445
76,8987,0.0,The River Wild,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",45000000,10.511241,1994-09-30,1994,3.2666666666666666
77,8831,101646581.0,Timecop,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",27000000,8.907074,1994-09-15,1994,2.8727959697733
78,315,0.0,"Faster, Pussycat! Kill! Kill!","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",45000,4.220541,1965-08-06,1965,2.901295149223715
79,2758,48919043.0,Addams Family Values,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",0,17.555909,1993-11-19,1993,2.9311926605504586
80,306,119208989.0,Beverly Hills Cop III,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",50000000,11.787784,1994-05-24,1994,4.05944683908046
81,26203,16668552.0,Blink,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,3.00282,1994-01-26,1994,3.527586206896552
82,178,30156002.0,Blown Away,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",0,13.155071,1994-07-01,1994,3.3795761078998074
83,4722,428868.0,Body Snatchers,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",13000000,6.559693,1993-06-09,1993,3.4162303664921465
84,26391,3662459.0,Cabin Boy,"[{'id': 35, 'name': 'Comedy'}]",0,1.679042,1994-01-07,1994,3.2196531791907512
85,117553,2570145.0,Calendar Girl,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",13000000,1.316741,1993-09-03,1993,3.5
86,6075,36516012.0,Carlito's Way,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",30000000,8.698509,1993-11-10,1993,3.6041666666666665
87,2124,19726050.0,Color of Night,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",40000000,14.228963,1994-08-19,1994,3.1914223781998348
88,49299,0.0,Dangerous Game,"[{'id': 18, 'name': 'Drama'}]",0,2.70097,1993-11-19,1993,3.515625
89,26141,0.0,Fatal Instinct,"[{'id': 35, 'name': 'Comedy'}]",0,3.555139,1993-10-29,1993,3.3333333333333335
90,5503,368875760.0,The Fugitive,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",44000000,10.08937,1993-08-06,1993,3.3197278911564627
91,2087,30.0,The Getaway,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",0,14.214403,1994-02-11,1994,3.5469963453631794
92,4916,22886222.0,Guilty as Sin,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,5.385108,1993-06-04,1993,3.5394973070017954
93,2019,74189677.0,Hard Target,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",18000000,7.834351,1993-08-20,1993,4.255073602972702
94,26271,0.0,Live Nude Girls,"[{'id': 35, 'name': 'Comedy'}]",0,2.138959,1995-12-08,1995,3.5980392156862746
95,2259,0.0,The House of the Spirits,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",25000000,10.687795,1993-10-19,1993,2.647834912043302
96,7984,65796862.0,In the Name of the Father,"[{'id': 18, 'name': 'Drama'}]",13000000,7.405895,1993-12-12,1993,3.3900293255131966
97,6,12136938.0,Judgment Night,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",0,5.538671,1993-10-15,1993,3.841763756945689
98,329,920100000.0,Jurassic Park,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",63000000,8.863776,1993-06-11,1993,3.3444071212630164
99,1413,1499795.0,M. Butterfly,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,6.516976,1993-09-09,1993,3.5582901554404147
100,2246,46405336.0,Malice,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",0,9.861672,1993-09-29,1993,2.592857142857143
101,2320,121969216.0,Executive Decision,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",55000000,13.106291,1996-03-15,1996,3.111111111111111
102,2625,0.0,Mr. Jones,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,6.579753,1993-10-08,1993,2.952485380116959
103,788,441286195.0,Mrs. Doubtfire,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",25000000,11.16553,1993-11-24,1993,2.8617094095099023
104,713,116700000.0,The Piano,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7000000,7.436758,1993-05-19,1993,3.4523809523809526
105,8291,27515786.0,Poetic Justice,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14000000,6.972599,1993-07-23,1993,3.6106382978723404
106,1245,23237911.0,The Remains of the Day,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11500000,12.222576,1993-11-05,1993,3.960110240789092
107,7007,107198790.0,Rising Sun,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,6.279082,1993-07-30,1993,3.3123486682808716
108,5550,10696210.0,RoboCop 3,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",22000000,8.685798,1993-04-17,1993,2.6083916083916083
109,2088,3275585.0,Romeo Is Bleeding,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11500000,9.796318,1993-09-13,1993,2.5669096589429836
110,424,321365567.0,Schindler's List,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",22000000,41.725123,1993-11-29,1993,2.707178841309824
111,8850,48063435.0,The Shadow,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",25000000,7.881107,1994-07-01,1994,2.828125
112,695,6110979.0,Short Cuts,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",0,8.829337,1993-09-05,1993,3.184031710079275
113,858,227799884.0,Sleepless in Seattle,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21000000,10.234919,1993-06-24,1993,4.339810758717364
114,867,116300000.0,Sliver,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",40000000,11.23297,1993-05-21,1993,2.37887323943662
115,78,33139618.0,Blade Runner,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",28000000,96.272374,1982-06-25,1982,3.1737089201877935
116,319,12281551.0,True Romance,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",12500000,17.189328,1993-09-09,1993,3.754095331937431
117,771,476684675.0,Home Alone,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",18000000,0.702543,1990-11-09,1990,3.3832335329341316
118,251,505000000.0,Ghost,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",22000000,11.945397,1990-07-12,1990,3.0348258706467663
119,812,504050219.0,Aladdin,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",28000000,16.357419,1992-11-25,1992,2.4871794871794872
120,280,520000000.0,Terminator 2: Judgment Day,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",100000000,22.661695,1991-07-01,1991,3.7178208505833648
121,581,424208848.0,Dances with Wolves,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",22000000,11.654349,1990-11-09,1990,3.9857142857142858
122,268,411348924.0,Batman,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",35000000,19.10673,1989-06-23,1989,3.304666666666667
123,274,272742922.0,The Silence of the Lambs,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",19000000,4.307222,1991-02-01,1991,2.8463665086887837
124,408,184925486.0,Snow White and the Seven Dwarfs,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1488423,16.263878,1937-12-20,1937,3.2330028328611897
125,114,463000000.0,Pretty Woman,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",14000000,13.348451,1990-03-23,1990,3.622047244094488
126,576,638641.0,The Wild Bunch,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",6244087,11.722424,1969-06-17,1969,2.5
127,7300,97529550.0,One Fine Day,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0,7.009946,1996-12-20,1996,3.561627906976744
128,275,60611975.0,Fargo,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7000000,12.61469,1996-04-05,1996,2.728395061728395
129,8766,16675000.0,Hellraiser: Bloodline,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",4000000,5.263187,1996-03-08,1996,3.3076923076923075
130,1592,102616183.0,Primal Fear,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",30000000,10.326213,1996-04-03,1996,2.3415934755332497
131,954,457696359.0,Mission: Impossible,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",80000000,15.793477,1996-05-22,1996,3.988410348437266
132,161070,0.0,August,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",0,0.987434,1996-08-08,1996,1.0
133,3065,0.0,Mystery Science Theater 3000: The Movie,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",0,2.985163,1996-04-19,1996,3.182926829268293
134,2300,250200000.0,Space Jam,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",80000000,11.054251,1996-11-15,1996,3.854337476857974
135,8069,2500000.0,Barbarella,"[{'id': 878, 'name': 'Science Fiction'}]",9000000,14.304205,1968-10-10,1968,3.125
136,33245,0.0,It's My Party,"[{'id': 18, 'name': 'Drama'}]",0,2.791667,1996-03-22,1996,3.4545454545454546
137,753,0.0,Faces,"[{'id': 18, 'name': 'Drama'}]",275000,7.918418,1968-11-24,1968,3.2979127134724857
